ticker,first_trade_date,long_name,short_name,sector,industry,address,website
ACHC,762791400,"Acadia Healthcare Company, Inc.","Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,"6100 Tower Circle Suite 1000 Franklin, TN 37067 United States",https://www.acadiahealthcare.com
ACHR,1608301800,Archer Aviation Inc.,Archer Aviation Inc.,Industrials,Aerospace & Defense,"190 West Tasman Drive San Jose, CA 95134 United States",https://www.archer.com
ACHV,813504600,"Achieve Life Sciences, Inc.","Achieve Life Sciences, Inc.",Healthcare,Biotechnology,"1040 West Georgia Street Suite 1030 Vancouver, BC V6E 4H1 Canada",https://www.achievelifesciences.com
ACI,1593178200,"Albertsons Companies, Inc.","Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,"250 Parkcenter Boulevard Boise, ID 83706 United States",https://www.albertsonscompanies.com
ACIC,1194445800,American Coastal Insurance Corporation,American Coastal Insurance Corp,Financial Services,Insurance - Property & Casualty,"800 2nd Avenue S. Saint Petersburg, FL 33701 United States",https://www.amcoastal.com
ACIU,1474637400,AC Immune SA,AC Immune SA,Healthcare,Biotechnology,"Building B EPFL Innovation Park Lausanne, 1015 Switzerland",https://www.acimmune.com
ACIW,793636200,"ACI Worldwide, Inc.","ACI Worldwide, Inc.",Technology,Software - Infrastructure,"6060 Coventry Drive Elkhorn, NE 68022-6482 United States",https://www.aciworldwide.com
ACLS,963322200,"Axcelis Technologies, Inc.","Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,"108 Cherry Hill Drive Beverly, MA 01915-1088 United States",https://www.axcelis.com
ACLX,1643985000,"Arcellx, Inc.","Arcellx, Inc.",Healthcare,Biotechnology,"800 Bridge Parkway Redwood City, CA 94065 United States",https://www.arcellx.com
ACM,1178803800,AECOM,AECOM,Industrials,Engineering & Construction,"13355 Noel Road Suite 400 Dallas, TX 75240 United States",https://aecom.com
ACMR,1509629400,"ACM Research, Inc.","ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,"42307 Osgood Road Suite I Fremont, CA 94539 United States",https://www.acmrcsh.com
ACN,995549400,Accenture plc,Accenture plc,Technology,Information Technology Services,"1 Grand Canal Square Grand Canal Harbour Dublin, D02 P820 Ireland",https://www.accenture.com
ACNB,765466200,ACNB Corporation,ACNB Corporation,Financial Services,Banks - Regional,"16 Lincoln Square Gettysburg, PA 17325 United States",https://www.acnb.com
ACNT,322151400,Ascent Industries Co.,Ascent Industries Co.,Basic Materials,Steel,"20 North Martingale Road Suite 430 Schaumburg, IL 60173 United States",https://www.ascentco.com
ACON,1650634200,"Aclarion, Inc.","Aclarion, Inc.",Healthcare,Health Information Services,"8181 Arista Place Suite 100 Broomfield, CO 80021 United States",https://www.aclarion.com
ACRS,1444138200,"Aclaris Therapeutics, Inc.","Aclaris Therapeutics, Inc.",Healthcare,Diagnostics & Research,"701 Lee Road Suite 103 Wayne, PA 19087 United States",https://www.aclaristx.com
ACRV,1668522600,"Acrivon Therapeutics, Inc.","Acrivon Therapeutics, Inc.",Healthcare,Biotechnology,"480 Arsenal Way Suite 100 Watertown, MA 02472 United States",https://www.acrivon.com
ACT,1631799000,"Enact Holdings, Inc.","Enact Holdings, Inc.",Financial Services,Insurance - Specialty,"8325 Six Forks Road Raleigh, NC 27615 United States",https://enactmi.com
ACTG,1040049000,Acacia Research Corporation,Acacia Research Corporation,Industrials,Business Equipment & Supplies,"767 Third Avenue 6th Floor New York, NY 10017 United States",https://www.acaciaresearch.com
ACTU,1723555800,"Actuate Therapeutics, Inc. Common stock","Actuate Therapeutics, Inc.",Healthcare,Biotechnology,"1751 River Run Suite 400 Fort Worth, TX 76107 United States",https://actuatetherapeutics.com
ACU,322151400,Acme United Corporation,Acme,Consumer Defensive,Household & Personal Products,"1 Waterview Drive Suite 200 Shelton, CT 06484 United States",https://www.acmeunited.com
ACVA,1616592600,ACV Auctions Inc.,ACV Auctions Inc.,Consumer Cyclical,Auto & Truck Dealerships,"640 Ellicott Street Suite 321 Buffalo, NY 14203 United States",https://www.acvauto.com
ACXP,1624627800,"Acurx Pharmaceuticals, Inc.","Acurx Pharmaceuticals, Inc.",Healthcare,Biotechnology,"259 Liberty Avenue Staten Island, NY 10305 United States",https://www.acurxpharma.com
ADBE,524323800,Adobe Inc.,Adobe Inc.,Technology,Software - Infrastructure,"345 Park Avenue San Jose, CA 95110-2704 United States",https://www.adobe.com
ADCT,1589808600,ADC Therapeutics SA,ADC Therapeutics SA,Healthcare,Biotechnology,"BiopOle Route de la Corniche 3B Epalinges, 1066 Switzerland",https://www.adctherapeutics.com
ADD,1226413800,"Color Star Technology Co., Ltd.","Color Star Technology Co., Ltd.",Communication Services,Entertainment,"80 Broad Street 5th Floor New York, NY 10005 United States",https://colorstarinternational.com
ADEA,1068733800,Adeia Inc.,Adeia Inc.,Technology,Software - Application,"3025 Orchard Parkway San Jose, CA 95134 United States",https://adeia.com
ADGM,1722605400,"Adagio Medical Holdings, Inc.","Adagio Medical Holdings, Inc",Healthcare,Medical Devices,"26051 Merit Circle Suite 102 Laguna Hills, CA 92653 United States",https://adagiomedical.com
ADI,322151400,"Analog Devices, Inc.","Analog Devices, Inc.",Technology,Semiconductors,"One Analog Way Wilmington, MA 01887 United States",https://www.analog.com
ADIL,1532698200,"Adial Pharmaceuticals, Inc.","Adial Pharmaceuticals, Inc",Healthcare,Biotechnology,"4870 Sadler Road Suite 300 Glen Allen, VA 23060 United States",https://www.adialpharma.com
ADM,322151400,Archer-Daniels-Midland Company,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,"77 West Wacker Drive Suite 4600 Chicago, IL 60601 United States",https://www.adm.com
ADMA,1382016600,"ADMA Biologics, Inc.",ADMA Biologics Inc,Healthcare,Biotechnology,"465 State Route 17 Ramsey, NJ 07446 United States",https://www.admabiologics.com
ADN,1548253800,"Advent Technologies Holdings, Inc.","Advent Technologies Holdings, I",Utilities,Utilities - Renewable,"5637 La Ribera St. Suite A Livermore, CA 94550 United States",https://www.advent.energy
ADNT,1476711000,Adient plc,Adient plc,Consumer Cyclical,Auto Parts,"North Wall Quay 3 Dublin Landings IFSC Dublin 1 Dublin, D01 H104 Ireland",https://www.adient.com
ADP,322151400,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",Technology,Software - Application,"One ADP Boulevard Roseland, NJ 07068 United States",https://www.adp.com
ADPT,1561642200,Adaptive Biotechnologies Corporation,Adaptive Biotechnologies Corpor,Healthcare,Biotechnology,"1165 Eastlake Avenue East Seattle, WA 98109 United States",https://www.adaptivebiotech.com
ADSE,1615386600,ADS-TEC Energy PLC,ADS-TEC ENERGY PLC,Industrials,Electrical Equipment & Parts,"10 Earlsfort Terrace Dublin, D02 T380 Ireland",https://www.ads-tec-energy.com
ADSK,488813400,"Autodesk, Inc.","Autodesk, Inc.",Technology,Software - Application,"One Market Street Suite 400 San Francisco, CA 94105 United States",https://www.autodesk.com
ADT,1516372200,ADT Inc.,ADT Inc.,Industrials,Security & Protection Services,"1501 Yamato Road Boca Raton, FL 33431 United States",https://www.adt.com
ADTN,776525400,"ADTRAN Holdings, Inc.","ADTRAN Holdings, Inc.",Technology,Communication Equipment,"901 Explorer Boulevard Huntsville, AL 35806-2807 United States",https://www.adtran.com
ADTX,1593523800,"Aditxt, Inc.","Aditxt, Inc.",Healthcare,Biotechnology,"737 North Fifth Street Suite 200 Richmond, VA 23219 United States",https://www.aditxt.com
ADUR,1723728600,Aduro Clean Technologies Inc.,Aduro Clean Technologies Inc. C,Industrials,Pollution & Treatment Controls,"542 Newbold St. London, ON N6E 2S5 Canada",https://www.adurocleantech.com
ADUS,1256736600,Addus HomeCare Corporation,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,"6303 Cowboys Way Suite 600 Frisco, TX 75034 United States",https://www.addus.com
ADV,1577975400,Advantage Solutions Inc.,Advantage Solutions Inc.,Communication Services,Advertising Agencies,"8001 Forsyth Boulevard Suite 1025 Clayton, MO 63105 United States",https://advantagesolutions.net
ADVM,1406813400,"Adverum Biotechnologies, Inc.","Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,"100 Cardinal Way Redwood City, CA 94063 United States",https://adverum.com
AE,161015400,"Adams Resources & Energy, Inc.","Adams Resources & Energy, Inc.",Energy,Oil & Gas Refining & Marketing,"17 South Briar Hollow Lane Suite 100 Houston, TX 77027 United States",https://www.adamsresources.com
AEE,883751400,Ameren Corporation,Ameren Corporation,Utilities,Utilities - Regulated Electric,"1901 Chouteau Avenue Saint Louis, MO 63103 United States",https://www.amereninvestors.com
AEHL,1197901800,Antelope Enterprise Holdings Limited,Antelope Enterprise Holdings Li,Industrials,Building Products & Equipment,"The Empire State Building Suite 7540 350 Fifth Avenue New York, NY 10118 United States",https://www.aehltd.com
AEHR,871651800,"Aehr Test Systems, Inc.",Aehr Test Systems,Technology,Semiconductor Equipment & Materials,"400 Kato Terrace Fremont, CA 94539 United States",https://www.aehr.com
AEI,1606314600,Alset Inc.,Alset Inc.,Real Estate,Real Estate - Development,"4800 Montgomery Lane Suite 210 Bethesda, MD 20814 United States",https://www.alsetinc.com
AEIS,816618600,"Advanced Energy Industries, Inc.","Advanced Energy Industries, Inc",Industrials,Electrical Equipment & Parts,"1595 Wynkoop Street Suite 800 Denver, CO 80202 United States",https://www.advancedenergy.com
AEM,99153000,Agnico Eagle Mines Limited,Agnico Eagle Mines Limited,Basic Materials,Gold,"145 King Street East Suite 400 Toronto, ON M5C 2Y7 Canada",https://www.agnicoeagle.com
AEMD,920557800,"Aethlon Medical, Inc.","Aethlon Medical, Inc.",Healthcare,Medical Devices,"11555 Sorrento Valley Road Suite 203 San Diego, CA 92121 United States",https://www.aethlonmedical.com
AENT,1616592600,Alliance Entertainment Holding Corporation,Alliance Entertainment Holding ,Communication Services,Entertainment,"8201 Peters Road Suite 1000 Plantation, FL 33324 United States",https://www.aent.com
AEO,766330200,"American Eagle Outfitters, Inc.","American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,"77 Hot Metal Street Pittsburgh, PA 15203-2329 United States",https://www.aeo-inc.com
AEON,1690205400,"AEON Biopharma, Inc.","AEON Biopharma, Inc.",Healthcare,Biotechnology,"5 Park Plaza Suite 1750 Irvine, CA 92614 United States",https://www.aeonbiopharma.com
AEP,-252322200,"American Electric Power Company, Inc.",American Electric Power Company,Utilities,Utilities - Regulated Electric,"1 Riverside Plaza Columbus, OH 43215-2373 United States",https://www.aep.com
AER,1164119400,AerCap Holdings N.V.,AerCap Holdings N.V.,Industrials,Rental & Leasing Services,"AerCap House 65 St. Stephen’s Green Dublin, D02 YX20 Ireland",https://www.aercap.com
AERT,1639751400,"Aeries Technology, Inc","Aeries Technology, Inc.",Industrials,Consulting Services,"#08-13 60 Paya Lebar Road Paya Lebar Square Singapore, 409051 Singapore",https://aeriestechnology.com
AES,677943000,The AES Corporation,The AES Corporation,Utilities,Utilities - Diversified,"4300 Wilson Boulevard 11th Floor Arlington, VA 22203 United States",https://www.aes.com
AESI,1678372200,Atlas Energy Solutions Inc.,Atlas Energy Solutions Inc.,Energy,Oil & Gas Equipment & Services,"5918 West Courtyard Drive Suite 500 Austin, TX 78730 United States",https://atlas.energy
AEVA,1582813800,"Aeva Technologies, Inc.","Aeva Technologies, Inc.",Technology,Software - Infrastructure,"555 Ellis Street Mountain View, CA 94043 United States",https://www.aeva.com
AEYE,1366983000,"AudioEye, Inc.","AudioEye, Inc.",Technology,Software - Application,"5210 East Williams Circle Suite 750 Tucson, AZ 85711 United States",https://www.audioeye.com
AFBI,1493386200,"Affinity Bancshares, Inc.","Affinity Bancshares, Inc.",Financial Services,Banks - Regional,"3175 Highway 278 Covington, GA 30014 United States",https://myaffinitybank.com
AFCG,1616160600,Advanced Flower Capital Inc.,Advanced Flower Capital Inc.,Real Estate,REIT - Mortgage,"477 S. Rosemary Avenue Suite 301 West Palm Beach, FL 33401 United States",https://advancedflowercapital.com
AFG,322151400,"American Financial Group, Inc.","American Financial Group, Inc.",Financial Services,Insurance - Property & Casualty,"301 East Fourth Street Cincinnati, OH 45202 United States",https://www.afginc.com
AFJK,1706020200,"Aimei Health Technology Co., Ltd","Aimei Health Technology Co., Lt",Financial Services,Shell Companies,"10 East 53rd Street Suite 3001 New York, NY 10022 United States",
AFL,322151400,Aflac Incorporated,AFLAC Incorporated,Financial Services,Insurance - Life,"1932 Wynnton Road Columbus, GA 31999 United States",https://www.aflac.com
AFMD,1410528600,Affimed N.V.,Affimed N.V.,Healthcare,Biotechnology,"Gottlieb-Daimler-Straße 2 Mannheim, 68165 Germany",https://www.affimed.com
AFRI,1612535400,Forafric Global PLC,Forafric Global PLC,Consumer Defensive,Farm Products,"Madison Building Unit 5.3 Midtown Queensway Gibraltar, GX11 1AA Gibraltar",https://forafric.com
AFRM,1610548200,"Affirm Holdings, Inc.","Affirm Holdings, Inc.",Technology,Software - Infrastructure,"650 California Street San Francisco, CA 94108 United States",https://www.affirm.com
AFYA,1563543000,Afya Limited,Afya Limited,Consumer Defensive,Education & Training Services,"Alameda Oscar Niemeyer, No. 119 Rooms 502, 504, 1,501 and 1,503 Vila da Serra Nova Lima, MG Brazil",https://www.afya.com.br
AG,1164724200,First Majestic Silver Corp.,First Majestic Silver Corp.,Basic Materials,Silver,"925 West Georgia Street Suite 1800 Vancouver, BC V6C 3L2 Canada",https://www.firstmajestic.com
AGAE,1508938200,Allied Gaming & Entertainment Inc.,Allied Gaming & Entertainment I,Communication Services,Entertainment,"745 Fifth Avenue Suite 500 New York, NY 10151 United States",https://www.alliedgaming.gg
AGCO,703431000,AGCO Corporation,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,"4205 River Green Parkway Duluth, GA 30096 United States",https://www.agcocorp.com
AGEN,950020200,Agenus Inc.,Agenus Inc.,Healthcare,Biotechnology,"3 Forbes Road Lexington, MA 02421-7305 United States",https://www.agenusbio.com
AGFY,1611844200,Agrify Corporation,Agrify Corporation,Industrials,Farm & Heavy Construction Machinery,"2468 Industrial Row Dr Troy, MI 48084 United States",https://www.agrify.com
AGI,1051882200,Alamos Gold Inc.,Alamos Gold Inc.,Basic Materials,Gold,"Brookfield Place 181 Bay Street Suite 3910 Toronto, ON M5J 2T3 Canada",https://www.alamosgold.com
AGIO,1374672600,"Agios Pharmaceuticals, Inc.","Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,"88 Sidney Street Cambridge, MA 02139 United States",https://www.agios.com
AGL,1618493400,"agilon health, inc.","agilon health, inc.",Healthcare,Medical Care Facilities,"6210 East US Highway 290 Suite 450 Austin, TX 78723 United States",https://www.agilonhealth.com
AGM,760890600,Federal Agricultural Mortgage Corporation,Federal Agricultural Mortgage C,Financial Services,Credit Services,"2100 Pennsylvania Avenue NW Suite 450N Washington, DC 20037 United States",https://www.farmermac.com
AGM-A,755793000,Federal Agricultural Mortgage Corporation,Federal Agricultural Mortgage C,Financial Services,Credit Services,"2100 Pennsylvania Avenue NW Suite 450N Washington, DC 20037 United States",https://www.farmermac.com
AGMH,1524058200,AGM Group Holdings Inc.,AGM Group Holdings Inc.,Technology,Computer Hardware,Connaught Commercial Building 15th Floor Room 1502-3 185 Wanchai Road Wan Chai Hong Kong,https://www.agmprime.com
AGO,1082727000,Assured Guaranty Ltd.,Assured Guaranty Ltd.,Financial Services,Insurance - Specialty,"30 Woodbourne Avenue Hamilton, HM 08 Bermuda",https://www.assuredguaranty.com
AGR,1450362600,"Avangrid, Inc.","Avangrid, Inc.",Utilities,Utilities - Regulated Electric,"180 Marsh Hill Road Orange, CT 06477 United States",https://www.avangrid.com
AGRI,1625751000,AgriFORCE Growing Systems Ltd.,AgriFORCE  Growing Systems Ltd.,Consumer Defensive,Farm Products,"525 West 8th Avenue Suite 800 Vancouver, BC V5Z 1C6 Canada",https://agriforcegs.com
AGRO,1296225000,Adecoagro S.A.,Adecoagro S.A.,Consumer Defensive,Farm Products,"Vertigo Naos Building 6, Rue Eugène Ruppert Luxembourg, 2453 Luxembourg",https://www.adecoagro.com
AGS,1516977000,"PlayAGS, Inc.","PlayAGS, Inc.",Consumer Cyclical,Gambling,"6775 South Edmond St. Suite 300 Las Vegas, NV 89118-3502 United States",https://www.playags.com
AGX,808752600,"Argan, Inc.","Argan, Inc.",Industrials,Engineering & Construction,"One Church Street Suite 201 Rockville, MD 20850 United States",https://www.arganinc.com
AGYS,322151400,"Agilysys, Inc.","Agilysys, Inc.",Technology,Software - Application,"3655 Brookside Parkway Suite 300 Alpharetta, GA 30022 United States",https://www.agilysys.com/en/
AHCO,1527773400,AdaptHealth Corp.,AdaptHealth Corp.,Healthcare,Medical Devices,"220 West Germantown Pike Suite 250 Plymouth Meeting, PA 19462 United States",https://adapthealth.com
AHR,1707316200,"American Healthcare REIT, Inc.","American Healthcare REIT, Inc.",Real Estate,REIT - Healthcare Facilities,"18191 Von Karman Avenue Suite 300 Irvine, CA 92612-7106 United States",https://www.americanhealthcarereit.com
AHT,1061904600,"Ashford Hospitality Trust, Inc.",Ashford Hospitality Trust Inc,Real Estate,REIT - Hotel & Motel,"14185 Dallas Parkway Suite 1200 Dallas, TX 75254-4308 United States",https://www.ahtreit.com
AI,1607524200,"C3.ai, Inc.","C3.ai, Inc.",Technology,Software - Application,"1400 Seaport Boulevard Redwood City, CA 94063 United States",https://www.c3.ai
AIEV,1659965400,"Thunder Power Holdings, Inc.","Thunder Power Holdings, Inc.",Consumer Cyclical,Auto Manufacturers,"221 W 9th St #848 Wilmington, DE 19801 United States",https://arc-group.com/thunder-power-holdings-business-combination
AIFF,765639000,"Firefly Neuroscience, Inc.","Firefly Neuroscience, Inc.",Technology,Software - Application,"150 King St W Suite 722 Toronto, ON M5H 1J9 Canada",https://fireflyneuro.com
AIG,94833000,"American International Group, Inc.","American International Group, I",Financial Services,Insurance - Diversified,"1271 Avenue of the Americas New York, NY 10020 United States",https://www.aig.com
AIHS,1521466200,Senmiao Technology Limited,Senmiao Technology Limited,Financial Services,Credit Services,"Shihao Square 16th Floor Middle Jiannan Boulevard High-Tech Zone Chengdu, 610000 China",https://www.senmiaotech.com
AILE,1619443800,"iLearningEngines, Inc.","iLearningEngines, Inc.",Technology,Software - Infrastructure,"6701 Democracy Boulevard Suite 300 Bethesda, MD 20817 United States",https://ilearningengines.com
AIM,837178200,AIM ImmunoTech Inc.,AIM ImmunoTech Inc.,Healthcare,Biotechnology,"2117 SW Highway 484 Ocala, FL 34473 United States",https://aimimmuno.com
AIMD,1610116200,"Ainos, Inc.","Ainos, Inc.",Healthcare,Medical Devices,"8880 Rio San Diego Drive Suite 800 San Diego, CA 92108 United States",https://www.ainos.com
AIN,560007000,Albany International Corp.,Albany International Corporatio,Consumer Cyclical,Textile Manufacturing,"216 Airport Drive Rochester, NH 03867 United States",https://www.albint.com
AIOT,930749400,"PowerFleet, Inc.","PowerFleet, Inc.",Technology,Software - Infrastructure,"123 Tice Boulevard Suite 101 Woodcliff Lake, NJ 07677 United States",https://www.powerfleet.com
AIP,1635341400,"Arteris, Inc.","Arteris, Inc.",Technology,Semiconductors,"900 E. Hamilton Avenue Suite 300 Campbell, CA 95008 United States",https://www.arteris.com
AIR,322151400,AAR Corp.,AAR Corp.,Industrials,Aerospace & Defense,"One AAR Place 1100 North Wood Dale Road Wood Dale, IL 60191 United States",https://www.aarcorp.com
AIRE,1698067800,reAlpha Tech Corp.,reAlpha Tech Corp.,Real Estate,Real Estate Services,"6515 Longshore Loop Suite 100 Dublin, OH 43017 United States",https://www.realpha.com
AIRG,1471008600,"Airgain, Inc.","Airgain, Inc.",Technology,Communication Equipment,"3611 Valley Centre Drive Suite 150 San Diego, CA 92130 United States",https://www.airgain.com
AIRI,970752600,Air Industries Group,Air Industries Group,Industrials,Aerospace & Defense,"1460 Fifth Avenue Bay Shore, NY 11706 United States",https://www.airindustriesgroup.com
AIRJ,1643725800,Montana Technologies Corporation,Montana Technologies Corp,Industrials,Building Products & Equipment,"34361 Innovation Drive Ronan, MT 59864 United States",https://mt.energy
AIRS,1635514200,"AirSculpt Technologies, Inc.","AirSculpt Technologies, Inc.",Healthcare,Medical Care Facilities,"1111 Lincoln Road Suite 802 Miami Beach, FL 33139 United States",https://elitebodysculpture.com
AIRT,451665000,"Air T, Inc.","Air T, Inc.",Industrials,Conglomerates,"11020 David Taylor Drive Suite 305 Charlotte, NC 28262 United States",https://airt.net
AISP,1620653400,"Airship AI Holdings, Inc.","Airship AI Holdings, Inc",Technology,Software - Infrastructure,"8210 154th Ave NE Suite 120 Redmond, WA 98052 United States",https://airship.ai
AIT,322151400,"Applied Industrial Technologies, Inc.",Applied Industrial Technologies,Industrials,Industrial Distribution,"1 Applied Plaza Cleveland, OH 44115 United States",https://www.applied.com
